Team,Cod,Role,Name,Rating,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
Atalanta,4730,A,Lookman,7,1,0,0,0,0,0,0,0,0
Atalanta,507,A,Muriel,6*,0,0,0,0,0,0,0,0,0
Atalanta,2137,A,Scamacca,6*,0,0,0,0,0,0,0,0,0
Atalanta,6229,A,Toure' E.,0,0,0,0,0,0,0,0,0,0
Atalanta,608,A,Zapata D.,0,0,0,0,0,0,0,0,0,0
Atalanta,4870,C,Adopo,0,0,0,0,0,0,0,0,0,0
Atalanta,5995,C,De Ketelaere,6,0,0,0,0,0,0,0,0,0
Atalanta,22,C,De Roon,0,0,0,0,0,0,0,0,0,0
Atalanta,5792,C,Ederson D.s.,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5685,C,Koopmeiners,6,0,0,0,0,0,0,0,0,0
Atalanta,6588,C,Mendicino,0,0,0,0,0,0,0,0,0,0
Atalanta,5001,C,Miranchuk,0,0,0,0,0,0,0,0,0,0
Atalanta,2077,C,Pasalic,6.5,0,0,0,0,0,0,0,0,0
Atalanta,5067,D,Bakker,5.5,0,0,0,0,0,0,0,0,0
Atalanta,6444,D,Bonfanti,5.5,0,0,0,0,0,0,0,0,0
Atalanta,787,D,Djimsiti,6,0,0,0,0,0,0,1,0,0
Atalanta,2130,D,Hateboer,6,0,0,0,0,0,0,0,0,1
Atalanta,6046,D,Hien,0,0,0,0,0,0,0,0,0,0
Atalanta,5678,D,Holm,0,0,0,0,0,0,0,0,0,0
Atalanta,2640,D,Kolasinac,5.5,0,0,0,0,0,0,1,0,0
Atalanta,2181,D,Palomino,0,0,0,0,0,0,0,0,0,0
Atalanta,5354,D,Ruggeri,6,0,0,0,0,0,0,0,0,0
Atalanta,5526,D,Scalvini,5,0,0,0,0,0,0,0,0,0
Atalanta,695,D,Toloi,0,0,0,0,0,0,0,0,0,0
Atalanta,554,D,Zappacosta,6,0,0,0,0,0,0,0,0,0
Atalanta,4433,D,Zortea,0,0,0,0,0,0,0,0,0,0
Atalanta,4431,P,Carnesecchi,5,0,2,0,0,0,0,0,0,0
Atalanta,2792,P,Musso,0,0,0,0,0,0,0,0,0,0
Atalanta,2297,P,Rossi F.,0,0,0,0,0,0,0,0,0,0
Bologna,6572,A,Castro S.,0,0,0,0,0,0,0,0,0,0
Bologna,6459,A,Karlsson,0,0,0,0,0,0,0,0,0,0
Bologna,2765,A,Odgaard,0,0,0,0,0,0,0,0,0,0
Bologna,5446,A,Van Hooijdonk,0,0,0,0,0,0,0,0,0,0
Bologna,5086,A,Zirkzee,7,1,0,0,0,0,0,0,0,0
Bologna,5784,C,Aebischer,5.5,0,0,0,0,0,0,0,0,0
Bologna,4869,C,Dominguez,0,0,0,0,0,0,0,0,0,0
Bologna,6225,C,El Azzouzi,0,0,0,0,0,0,0,0,0,0
Bologna,6206,C,Fabbian,7,1,0,0,0,0,0,1,0,0
Bologna,5858,C,Ferguson,6,0,0,0,0,0,0,0,0,0
Bologna,788,C,Freuler,6,0,0,0,0,0,0,0,0,0
Bologna,6054,C,Moro N.,6*,0,0,0,0,0,0,0,0,0
Bologna,5564,C,Ndoye,6,0,0,0,0,0,0,1,0,0
Bologna,2167,C,Orsolini,0,0,0,0,0,0,0,0,0,0
Bologna,4892,C,Saelemaekers,5.5,0,0,0,0,0,0,0,0,0
Bologna,5425,C,Urbanski,6,0,0,0,0,0,0,0,0,0
Bologna,6202,D,Beukema,6.5,0,0,0,0,0,0,0,0,0
Bologna,2192,D,Bonifazi,0,0,0,0,0,0,0,0,0,0
Bologna,4945,D,Calafiori,6.5,0,0,0,0,0,0,0,0,0
Bologna,6407,D,Corazza,0,0,0,0,0,0,0,0,0,0
Bologna,487,D,De Silvestri,0,0,0,0,0,0,0,0,0,0
Bologna,6148,D,Kristiansen,5.5,0,0,0,0,0,0,1,0,0
Bologna,6042,D,Lucumi',6,0,0,0,0,0,0,0,0,0
Bologna,2653,D,Lykogiannis,6,0,0,0,0,0,0,0,0,1
Bologna,6066,D,Posch,6,0,0,0,0,0,0,0,0,0
Bologna,5822,P,Bagnolini,0,0,0,0,0,0,0,0,0,0
Bologna,2722,P,Ravaglia F.,0,0,0,0,0,0,0,0,0,0
Bologna,133,P,Skorupski,6,0,0,0,0,0,0,0,0,0
Cagliari,1939,A,Lapadula,5.5,0,0,0,0,0,0,0,0,0
Cagliari,5297,A,Luvumbo,6,0,0,0,0,0,0,0,0,0
Cagliari,6598,A,Mutandwa,0,0,0,0,0,0,0,0,0,0
Cagliari,247,A,Pavoletti,6,0,0,0,0,0,0,0,0,0
Cagliari,383,A,Petagna,6,0,0,0,0,0,0,0,0,0
Cagliari,5311,A,Shomurodov,0,0,0,0,0,0,0,0,0,0
Cagliari,1871,C,Deiola,0,0,0,0,0,0,0,0,0,0
Cagliari,4364,C,Gaetano,0,0,0,0,0,0,0,0,0,0
Cagliari,1987,C,Jankto,6,0,0,0,0,0,0,0,0,0
Cagliari,6232,C,Makoumbou,5.5,0,0,0,0,0,0,0,0,0
Cagliari,65,C,Mancosu,0,0,0,0,0,0,0,0,0,0
Cagliari,4514,C,Nandez,0,0,0,0,0,0,0,0,0,0
Cagliari,6218,C,Oristanio,6,0,0,0,0,0,0,0,0,0
Cagliari,6424,C,Prati,6,0,0,0,0,0,0,1,0,0
Cagliari,6024,C,Sulemana I.,0,0,0,0,0,0,0,0,0,0
Cagliari,440,C,Viola,6.5,0,0,0,0,0,0,0,0,0
Cagliari,4421,D,Augello,6.5,0,0,0,0,0,0,0,0,0
Cagliari,6231,D,Azzi,6*,0,0,0,0,0,0,0,0,0
Cagliari,5406,D,Di Pardo,0,0,0,0,0,0,0,0,0,0
Cagliari,6230,D,Dossena,7,1,0,0,0,0,0,0,0,0
Cagliari,418,D,Goldaniga,6,0,0,0,0,0,0,0,0,0
Cagliari,6438,D,Hatzidiakos,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4210,D,Mina,0,0,0,0,0,0,0,0,0,0
Cagliari,5701,D,Obert,0,0,0,0,0,0,0,0,0,0
Cagliari,6464,D,Wieteska,0,0,0,0,0,0,0,0,0,0
Cagliari,4461,D,Zappa,6,0,0,0,0,0,0,0,0,0
Cagliari,1946,P,Aresti,0,0,0,0,0,0,0,0,0,0
Cagliari,3,P,Radunovic,0,0,0,0,0,0,0,0,0,0
Cagliari,574,P,Scuffet,6.5,0,1,0,0,0,0,0,0,0
Empoli,4436,A,Cambiaghi,6.5,0,0,0,0,0,0,0,0,0
Empoli,5500,A,Cancellieri,5.5,0,0,0,0,0,0,0,0,0
Empoli,2819,A,Caputo,6.5,0,0,0,0,1,0,0,0,0
Empoli,306,A,Cerri,0,0,0,0,0,0,0,0,0,0
Empoli,6545,A,Corona G.,0,0,0,0,0,0,0,0,0,0
Empoli,472,A,Destro,6*,0,0,0,0,0,0,0,0,0
Empoli,6011,A,Ekong,0,0,0,0,0,0,0,0,0,0
Empoli,382,A,Niang,0,0,0,0,0,0,0,0,0,0
Empoli,4359,A,Piccoli,0,0,0,0,0,0,0,0,0,0
Empoli,6395,A,Shpendi S.,0,0,0,0,0,0,0,0,0,0
Empoli,5823,C,Baldanzi,0,0,0,0,0,0,0,0,0,0
Empoli,6010,C,Fazzini,7,1,0,0,0,0,0,1,0,0
Empoli,27,C,Grassi,6,0,0,0,0,0,0,1,0,0
Empoli,4992,C,Gyasi,6,0,0,0,0,0,0,1,0,0
Empoli,2161,C,Haas,0,0,0,0,0,0,0,0,0,0
Empoli,4498,C,Henderson L.,0,0,0,0,0,0,0,0,0,0
Empoli,5397,C,Kovalenko,7,0,0,0,0,0,0,0,0,0
Empoli,4896,C,Maldini,5.5,0,0,0,0,0,0,0,0,0
Empoli,5457,C,Maleh,6,0,0,0,0,0,0,1,0,0
Empoli,4965,C,Marin,0,0,0,0,0,0,0,0,0,0
Empoli,5884,C,Ranocchia F.,6,0,0,0,0,0,0,0,0,0
Empoli,6546,C,Sodero,0,0,0,0,0,0,0,0,0,0
Empoli,4376,C,Zurkowski,0,0,0,0,0,0,0,0,0,0
Empoli,5332,D,Bastoni S.,0,0,0,0,0,0,0,0,0,0
Empoli,2104,D,Bereszynski,5,0,0,0,0,0,0,0,0,0
Empoli,5804,D,Cacace,5.5,0,0,0,0,0,0,0,0,0
Empoli,5480,D,Ebuehi,0,0,0,0,0,0,0,0,0,0
Empoli,5010,D,Ismajli,4.5,0,0,0,0,0,0,0,0,0
Empoli,393,D,Luperto,5,0,0,0,0,0,0,0,0,0
Empoli,770,D,Pezzella Giu.,0,0,0,0,0,0,0,0,0,0
Empoli,4374,D,Walukiewicz,0,0,0,0,0,0,0,0,0,0
Empoli,316,P,Berisha,6,0,4,0,0,0,0,0,0,0
Empoli,4360,P,Caprile,0,0,0,0,0,0,0,0,0,0
Empoli,673,P,Perisan,0,0,0,0,0,0,0,0,0,0
Fiorentina,441,A,Belotti,0,0,0,0,0,0,0,0,0,0
Fiorentina,6409,A,Beltran L.,5,0,0,0,0,0,0,0,0,0
Fiorentina,4184,A,Brekalo,0,0,0,0,0,0,0,0,0,0
Fiorentina,4179,A,Gonzalez N.,6,0,0,0,0,0,0,0,0,0
Fiorentina,2762,A,Kouame',6*,0,0,0,0,0,0,0,0,0
Fiorentina,5336,A,Nzola,5.5,0,0,0,0,0,0,0,0,0
Fiorentina,6236,C,Amatucci,0,0,0,0,0,0,0,0,0,0
Fiorentina,4285,C,Arthur Melo,5.5,0,0,0,0,0,0,1,0,0
Fiorentina,2172,C,Barak,0,0,0,0,0,0,0,0,0,0
Fiorentina,367,C,Bonaventura,5.5,0,0,0,0,0,0,0,0,0
Fiorentina,4377,C,Castrovilli,0,0,0,0,0,0,0,0,0,0
Fiorentina,526,C,Duncan,5.5,0,0,0,0,0,0,0,0,0
Fiorentina,4658,C,Ikone',6*,0,0,0,0,0,0,0,0,0
Fiorentina,6393,C,Infantino,0,0,0,0,0,0,0,0,0,0
Fiorentina,4681,C,Lopez M.,6,0,0,0,0,0,0,0,0,0
Fiorentina,1933,C,Mandragora,5,0,0,0,0,0,0,0,0,0
Fiorentina,2839,C,Sottil,5.5,0,0,0,0,0,0,0,0,0
Fiorentina,252,D,Biraghi,6,0,0,0,0,0,0,0,0,0
Fiorentina,6495,D,Comuzzo,0,0,0,0,0,0,0,0,0,0
Fiorentina,5885,D,Dodo',0,0,0,0,0,0,0,0,0,0
Fiorentina,581,D,Faraoni,0,0,0,0,0,0,0,0,0,0
Fiorentina,6235,D,Kayode,0,0,0,0,0,0,0,0,0,0
Fiorentina,5323,D,Martinez Quarta,6,0,0,0,0,0,0,0,0,0
Fiorentina,2164,D,Milenkovic,6,0,0,0,0,0,0,0,0,0
Fiorentina,4210,D,Mina,0,0,0,0,0,0,0,0,0,0
Fiorentina,5449,D,Parisi,5,0,0,0,0,0,0,1,0,0
Fiorentina,4378,D,Ranieri L.,0,0,0,0,0,0,0,0,0,0
Fiorentina,6403,P,Christensen O.,0,0,0,0,0,0,0,0,0,0
