Team,Cod,Role,Name,Rating,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
Atalanta,5995,A,De Ketelaere,6.5,0,0,0,0,0,0,0,0,0
Atalanta,4730,A,Lookman,6,0,0,0,0,0,0,0,0,0
Atalanta,6228,A,Retegui,5.5,0,0,0,0,0,0,0,0,0
Atalanta,2137,A,Scamacca,0,0,0,0,0,0,0,0,0,0
Atalanta,6912,A,Vlahovic V.,0,0,0,0,0,0,0,0,0,0
Atalanta,4947,C,Brescianini,5.5,0,0,0,0,0,0,0,0,0
Atalanta,6834,C,Cassa,0,0,0,0,0,0,0,0,0,0
Atalanta,22,C,De Roon,6,0,0,0,0,0,0,0,0,0
Atalanta,5792,C,Ederson D.s.,6,0,0,0,0,0,0,1,0,0
Atalanta,4896,C,Maldini,0,0,0,0,0,0,0,0,0,0
Atalanta,6872,C,Manzoni,0,0,0,0,0,0,0,0,0,0
Atalanta,2077,C,Pasalic,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5119,C,Samardzic,7,1,0,0,0,0,0,0,0,0
Atalanta,6024,C,Sulemana I.,0,0,0,0,0,0,0,0,0,0
Atalanta,2766,C,Zaniolo,6,0,0,0,0,0,0,0,0,0
Atalanta,5067,D,Bakker,0,0,0,0,0,0,0,0,0,0
Atalanta,4887,D,Bellanova,5.5,0,0,0,0,0,0,1,0,0
Atalanta,697,D,Cuadrado,6,0,0,0,0,0,0,0,0,0
Atalanta,787,D,Djimsiti,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5324,D,Godfrey,0,0,0,0,0,0,0,0,0,0
Atalanta,6046,D,Hien,0,0,0,0,0,0,0,0,0,0
Atalanta,2640,D,Kolasinac,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5578,D,Kossounou,5.5,0,0,0,0,0,0,1,0,0
Atalanta,6832,D,Palestra,0,0,0,0,0,0,0,0,0,0
Atalanta,6066,D,Posch,0,0,0,0,0,0,0,0,0,0
Atalanta,5354,D,Ruggeri,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5526,D,Scalvini,0,0,0,0,0,0,0,0,0,0
Atalanta,695,D,Toloi,0,0,0,0,0,0,0,0,0,0
Atalanta,554,D,Zappacosta,0,0,0,0,0,0,0,0,0,0
Atalanta,4431,P,Carnesecchi,6,0,1,0,0,0,0,0,0,0
Atalanta,2792,P,Musso,0,0,0,0,0,0,0,0,0,0
Atalanta,4270,P,Rui Patricio,0,0,0,0,0,0,0,0,0,0
Bologna,4436,A,Cambiaghi,0,0,0,0,0,0,0,0,0,0
Bologna,6572,A,Castro S.,7.5,1,0,0,0,0,0,0,0,0
Bologna,6643,A,Dallinga,6,0,0,0,0,0,0,0,0,0
Bologna,6895,A,Dominguez B.,0,0,0,0,0,0,0,0,0,0
Bologna,2765,A,Odgaard,0,0,0,0,0,0,0,0,0,0
Bologna,7015,A,Pedrola,0,0,0,0,0,0,0,0,0,0
Bologna,5784,C,Aebischer,6,0,0,0,0,0,0,0,0,0
Bologna,6225,C,El Azzouzi,0,0,0,0,0,0,0,0,0,0
Bologna,6206,C,Fabbian,5.5,0,0,0,0,0,0,1,0,0
Bologna,5858,C,Ferguson,0,0,0,0,0,0,0,0,0,0
Bologna,788,C,Freuler,6.5,0,0,0,0,0,0,1,0,0
Bologna,6112,C,Iling Junior,0,0,0,0,0,0,0,0,0,0
Bologna,6459,C,Karlsson,0,0,0,0,0,0,0,0,0,0
Bologna,6054,C,Moro N.,0,0,0,0,0,0,0,0,0,0
Bologna,5564,C,Ndoye,6.5,0,0,0,0,0,0,0,0,1
Bologna,2167,C,Orsolini,5.5,0,0,0,0,0,0,0,0,0
Bologna,5298,C,Pobega,0,0,0,0,0,0,0,0,0,0
Bologna,5425,C,Urbanski,6,0,0,0,0,0,0,0,0,0
Bologna,6202,D,Beukema,6.5,0,0,0,0,0,0,0,0,0
Bologna,357,D,Calabria,0,0,0,0,0,0,0,0,0,0
Bologna,5498,D,Casale,6,0,0,0,0,0,0,0,0,0
Bologna,487,D,De Silvestri,0,0,0,0,0,0,0,0,0,0
Bologna,4982,D,Erlic,6,0,0,0,0,0,0,0,0,0
Bologna,5678,D,Holm,6*,0,0,0,0,0,0,0,0,0
Bologna,6042,D,Lucumi',4.5,0,0,0,0,0,0,0,1,0
Bologna,2653,D,Lykogiannis,6.5,0,0,0,0,0,0,0,0,0
Bologna,4734,D,Miranda J.,0,0,0,0,0,0,0,0,0,0
Bologna,6066,D,Posch,6.5,0,0,0,0,0,0,0,0,0
Bologna,2722,P,Ravaglia F.,0,0,0,0,0,0,0,0,0,0
Bologna,133,P,Skorupski,6.5,0,1,0,0,0,0,1,0,0
Cagliari,7016,A,Coman F.,0,0,0,0,0,0,0,0,0,0
Cagliari,1939,A,Lapadula,0,0,0,0,0,0,0,0,0,0
Cagliari,5297,A,Luvumbo,6.5,0,0,0,0,0,0,0,0,1
Cagliari,6598,A,Mutandwa,0,0,0,0,0,0,0,0,0,0
Cagliari,247,A,Pavoletti,0,0,0,0,0,0,0,0,0,0
Cagliari,4359,A,Piccoli,7.5,1,0,0,0,0,0,1,0,0
Cagliari,4870,C,Adopo,7,0,0,0,0,0,0,0,0,1
Cagliari,1871,C,Deiola,0,0,0,0,0,0,0,0,0,0
Cagliari,6640,C,Felici,0,0,0,0,0,0,0,0,0,0
Cagliari,4364,C,Gaetano,7,0,0,0,0,0,0,0,0,1
Cagliari,6232,C,Makoumbou,6,0,0,0,0,0,0,0,0,0
Cagliari,4965,C,Marin,7,1,0,0,0,0,0,0,0,0
Cagliari,6424,C,Prati,0,0,0,0,0,0,0,0,0,0
Cagliari,440,C,Viola,7,0,0,0,0,0,0,0,0,0
Cagliari,4421,D,Augello,6.5,0,0,0,0,0,0,0,0,0
Cagliari,6231,D,Azzi,0,0,0,0,0,0,0,0,0,0
Cagliari,393,D,Luperto,6.5,0,0,0,0,0,0,0,0,0
Cagliari,4210,D,Mina,6.5,0,0,0,0,0,0,0,0,0
Cagliari,5701,D,Obert,6,0,0,0,0,0,0,1,0,0
Cagliari,2181,D,Palomino,5,0,0,0,0,0,0,0,0,0
Cagliari,650,D,Pintus,0,0,0,0,0,0,0,0,0,0
Cagliari,6464,D,Wieteska,0,0,0,0,0,0,0,0,0,0
Cagliari,4461,D,Zappa,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4433,D,Zortea,6.5,1,0,0,0,0,0,0,0,0
Cagliari,4360,P,Caprile,0,0,0,0,0,0,0,0,0,0
Cagliari,4929,P,Ciocci,0,0,0,0,0,0,0,0,0,0
Cagliari,574,P,Scuffet,6,0,2,0,0,0,0,0,0,0
Cagliari,6650,P,Sherri,0,0,0,0,0,0,0,0,0,0
Como,441,A,Belotti,7,1,0,0,0,0,0,0,0,0
Como,306,A,Cerri,0,0,0,0,0,0,0,0,0,0
Como,2155,A,Cutrone,7.5,2,0,0,0,0,0,0,0,0
Como,7017,A,Douvikas,0,0,0,0,0,0,0,0,0,0
Como,6657,A,Gabrielloni,0,0,0,0,0,0,0,0,0,0
Como,6648,A,Jasim,6*,0,0,0,0,0,0,0,0,0
Como,6162,C,Abildgaard,0,0,0,0,0,0,0,0,0,0
Como,2553,C,Alli,0,0,0,0,0,0,0,0,0,0
Como,556,C,Baselli,6*,0,0,0,0,0,0,0,0,0
Como,6656,C,Braunoder,0,0,0,0,0,0,0,0,0,0
Como,5036,C,Caqueret,0,0,0,0,0,0,0,0,0,0
Como,5559,C,Da Cunha,6*,0,0,0,0,0,0,0,0,0
Como,6967,C,Diao,0,0,0,0,0,0,0,0,0,0
Como,6676,C,Engelhardt,0,0,0,0,0,0,0,0,0,0
Como,6815,C,Fadera,6,0,0,0,0,0,0,0,0,1
Como,4658,C,Ikone',0,0,0,0,0,0,0,0,0,0
Como,5725,C,Kone B.,0,0,0,0,0,0,0,0,0,0
Como,1976,C,Mazzitelli,6.5,0,0,0,0,0,0,0,0,1
Como,6875,C,Paz N.,6.5,0,0,0,0,0,0,0,0,1
Como,6151,C,Perrone,6,0,0,0,0,0,0,1,0,0
Como,4486,C,Strefezza,6,0,0,0,0,0,0,0,0,0
Como,376,C,Verdi,0,0,0,0,0,0,0,0,0,0
Como,134,D,Barba,0,0,0,0,0,0,0,0,0,0
Como,6230,D,Dossena,6,0,0,0,0,0,0,0,0,0
Como,418,D,Goldaniga,0,0,0,0,0,0,0,0,0,0
Como,6654,D,Iovine,0,0,0,0,0,0,0,0,0,0
Como,6944,D,Jack,0,0,0,0,0,0,0,0,0,0
Como,6893,D,Kempf,6.5,0,0,0,0,0,0,0,0,0
Como,5435,D,Moreno Alb.,7,0,0,0,0,0,0,0,0,0
Como,4386,D,Sala M.,0,0,0,0,0,0,0,0,0,0
Como,4284,D,Sergi Roberto,5.5,0,0,0,0,0,0,1,0,0
Como,7014,D,Smolcic I.,0,0,0,0,0,0,0,0,0,0
Como,6867,D,Valle,0,0,0,0,0,0,0,0,0,0
Como,6896,D,Van Der Brempt,6,0,0,0,0,0,0,0,0,0
Como,4994,D,Vojvoda,0,0,0,0,0,0,0,0,0,0
Como,761,P,Audero,6.5,0,2,0,0,0,0,0,0,0
Como,6966,P,Butez,0,0,0,0,0,0,0,0,0,0
Como,387,P,Reina,0,0,0,0,0,0,0,0,0,0
Empoli,7044,A,Campaniello,0,0,0,0,0,0,0,0,0,0
Empoli,2819,A,Caputo,0,0,0,0,0,0,0,0,0,0
